Этаж,Общее количество этаже в доме,Количество комнат,Площадь квартиры,Цена,Район,Улица,Номер дома,Метро,Расстояние до метро
5,8,2,77.2,91565500.0,Якиманка,Софийская набережная,34,Новокузнецкая,680.0900027398645
2,8,2,77.0,95000000.0,Якиманка,Софийская набережная,34,Третьяковская,692.8505749636015
25,52,2,96.9,95000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,1967.430675524703
7,8,2,75.3,119727000.0,Якиманка,Софийская набережная,34,Новокузнецкая,680.0900027398645
6,10,2,178.1,130000000.0,Тверской,Большая Грузинская ,69,Белорусская,457.3184434993968
7,11,2,106.8,130000000.0,Хамовники, Усачева,2С3,Фрунзенская,529.4746901636543
5,11,2,101.6,130000000.0,Хамовники, Усачева,2С3,Фрунзенская,529.4746901636543
4,9,2,99.4,154000000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,1361.850300705501
6,8,2,97.0,194000000.0,Хамовники, Усачева,15А,Спортивная,463.2615524008198
7,9,2,105.0,208000000.0,Тверской,Тверская ,9,Охотный ряд,447.2033405034082
9,25,2,35.08,7091422.0,Люблино,Юго-Восточный ао,к8,Братиславская,2007.084025363193
5,25,2,37.21,9847627.0,Люблино,Юго-Восточный ао,к8,Братиславская,2007.084025363193
9,9,2,42.6,9900000.0,Ивановское, Молостовых,1К4,Новогиреево,1791.2958118753859
2,8,2,49.0,9912700.0,Бибирево, Корнейчука,27,Алтуфьево,2428.2059268447256
9,9,2,42.4,9990000.0,Текстильщики,Волжский бульвар,12К1,Текстильщики,1153.045322356664
17,17,2,60.0,9999990.0,Южное Бутово, Маршала Савицкого,20,Щербинка,1837.998675984168
1,16,2,57.52,10500000.0,Восточное Дегунино,Дубнинская ,32К2,Бескудниково,544.2888807939731
3,25,2,39.75,10519838.0,Люблино,Юго-Восточный ао,к27,Перерва,3330.3860787861245
3,25,2,40.02,10591293.0,Люблино,Юго-Восточный ао,к26,Перерва,3330.3860787861245
3,12,2,51.3,11000000.0,Текстильщики,Саратовская ,3К2,Текстильщики,776.4699867711087
4,17,2,42.1,11000000.0,Головинский,Смольная ,2,Водный стадион,1034.9479088684209
6,9,2,34.0,11000000.0,Перово,1-я Владимирская ,9,Перово,1199.0608490014436
5,16,2,36.3,11150000.0,"кафе
В 15 минутах на транспорте располагается ТЦ Саларис. 
В шаговой доступности парковая прогулочная зона","лодочная станция и Тропаревский Парк.
Шикарная ТРАНСПОРТНАЯ доступность!
Удобные выезды на МКАД и Киевское шоссе",5с3,Румянцево,17561.775283784606
12,12,2,48.7,11295867.0,Крюково,Зеленоград,6.5,Зеленоград — Крюково,1208.406147361393
2,8,2,54.4,11266240.0,Бибирево, Корнейчука,27,Алтуфьево,2428.2059268447256
7,9,2,37.3,11400000.0,Марфино, Академика Комарова,5А,Улица Милашенкова,834.8623214176063
22,28,2,54.7,11794851.0,Крюково,Зеленоград,6.6,Зеленоград — Крюково,1208.406147361393
2,11,2,56.8,11766801.0,Крюково,Зеленоград,6.1,Зеленоград — Крюково,1208.406147361393
1,11,2,55.8,11775920.0,Крюково,Зеленоград,6.1,Зеленоград — Крюково,1208.406147361393
2,28,2,56.2,11768617.0,Крюково,Зеленоград,6.6,Зеленоград — Крюково,1208.406147361393
3,20,2,44.4,11899200.0,Северный,Новодачная ,67/68,Новодачная,427.7116294469513
4,5,2,41.4,12000000.0,Алексеевский,Ярославская ,17,ВДНХ,487.2161456931866
4,5,2,46.7,12200000.0,Богородское,4-я Гражданская ,43К2,Бульвар Рокоссовского,1170.9330759810086
3,35,2,41.2,12195200.0,Ярославский,проспект Мира,222,Ростокино,305.88761450043467
3,35,2,41.5,12201000.0,Ярославский,проспект Мира,222,Ростокино,305.88761450043467
2,20,2,35.32,12397320.0,Преображенское,Потешная ,вл5с1,Преображенская площадь,1051.0883098490071
2,11,2,58.7,12447804.0,Крюково,Зеленоград,6.1,Зеленоград — Крюково,1208.406147361393
4,28,2,57.8,12410238.0,Крюково,Зеленоград,6.6,Зеленоград — Крюково,1208.406147361393
23,24,2,32.71,12435357.0,Соколиная гора,Окружной проезд,10Б,Измайлово,459.4417492470862
6,8,2,40.9,12500000.0,Измайлово,3-я Парковая ,35,Измайловская,987.6796503239431
7,9,2,43.1,12500000.0,Вешняки,Вешняковская ,41К2,Выхино,337.4459295711972
19,30,2,40.4,12605541.0,Южное Бутово,к2.4,к2.4,Бунинская аллея,25050.48272068716
2,14,2,53.5,12990000.0,Южное Бутово, Адмирала Лазарева,26,Бульвар Адмирала Ушакова,732.2675855954615
11,12,2,45.0,12900000.0,Восточное Дегунино,Дубнинская ,28К1,Бескудниково,891.5830800509009
13,17,2,54.0,12900000.0,Некрасовка,Покровская ,21,Некрасовка,212.15393191082978
13,30,2,43.9,12962322.0,Южное Бутово,к2.4,к2.4,Бунинская аллея,25050.48272068716
25,25,2,53.8,12972686.0,Крюково,Зеленоград,6.4,Зеленоград — Крюково,1208.406147361393
2,24,2,58.5,12951900.0,Тимирязевский,к3.6,к3.6,Окружная,10339.151627065146
2,14,2,57.4,13115900.0,Тимирязевский,к3.5,к3.5,Окружная,10339.151627065146
1,24,2,44.8,13027840.0,Тимирязевский,к3.6,к3.6,Окружная,10339.151627065146
16,18,2,57.0,13100000.0,Некрасовка, Вертолетчиков,21к5,Некрасовка,1067.5412657355935
8,21,2,47.73,13065371.0,Нижегородский,Автомобильный проезд,4,Калитники,519.2841026307998
5,9,2,45.0,13200000.0,Черемушки,Перекопская ,26,Зюзино,715.5367996556754
3,12,2,62.3,13185795.0,Крюково,Зеленоград,6.5,Зеленоград — Крюково,1208.406147361393
2,17,2,50.4,13200000.0,Чертаново Южное,Варшавское шоссе,152К2,Улица Академика Янгеля,448.5136107795714
5,7,3,197.7,553560000.0,Тверской,Никольская ,8,Площадь Революции,56.97912091440002
9,29,3,65.5,32900000.0,Фили-Давыдково, Ивана Франко,6,Кунцевская,453.3087292344717
3,9,3,62.0,20990000.0,Тимирязевский,Дмитровское шоссе,27К2,Петровско-Разумовская,825.7881264492532
6,8,3,136.4,122860000.0,Замоскворечье,Шлюзовая набережная,2/1С1,Добрынинская,1253.232759394051
3,14,3,146.72,234000000.0,Хамовники,переулок 1-й Тружеников,16,Киевская,759.4434942534718
7,12,3,62.0,15850000.0,Бирюлево Западное,Востряковский проезд,9,Битца,2206.0758529846535
4,20,3,64.29,24287444.0,Даниловский,Автозаводская ,26/1,Тульская,668.1595277538804
3,9,3,83.7,18000000.0,Нижегородский, Верхняя Хохловка,39/47,Нижегородская,509.17265258383304
11,15,3,125.0,195000000.0,Хамовники, Усачева,15,Спортивная,531.4765628320299
7,9,3,59.0,13800000.0,Отрадное, Декабристов,24А,Отрадное,295.6881617265827
8,11,3,138.8,194164959.0,Хамовники, Усачева,2С3,Фрунзенская,529.4746901636543
5,7,3,125.3,95000000.0,Очаково-Матвеевское,Староволынская ,15к3,Матвеевская,1077.5350381348137
9,25,3,109.3,87440000.0,Фили-Давыдково,Малая Филевская ,46,Кунцевская,557.8533689133363
5,12,3,136.9,279900000.0,Хамовники, Усачева,13,Спортивная,588.7227348177158
5,9,3,56.6,18590000.0,Дмитровский,Учинская ,1А,Яхромская,671.7915231638567
7,15,3,112.0,77000000.0,Таганский, Большие Каменщики,2,Таганская,88.01226906689442
9,12,3,65.0,25000000.0,Северное Тушино, Героев Панфиловцев,6К3,Сходненская,530.4970423247696
2,21,3,157.8,198259920.0,Пресненский, Костикова,4к1,Улица 1905 года,464.45332523038036
2,4,3,140.0,169396175.0,Мещанский,Рождественский бульвар,10/7С1,Трубная,316.2696907456935
3,5,3,61.4,33000000.0,Хамовники, Плющиха,9А,Смоленская,481.5356669887384
18,46,3,80.8,60842400.0,Хорошево-Мневники, Демьяна Бедного,вл24,Карамышевская,926.8536150490204
14,15,3,133.91,227647000.0,Хамовники, Усачева,15,Спортивная,531.4765628320299
9,9,3,60.0,14000000.0,Зябликово, Мусы Джалиля,27К1,Шипиловская,335.9245263571465
4,5,3,320.0,1120000000.0,Пресненский,Трехпрудный переулок,9,Маяковская,545.5153035610795
14,15,3,133.91,227647000.0,Хамовники, Усачева,15,Спортивная,531.4765628320299
6,7,3,98.9,82000000.0,Пресненский,Ермолаевский переулок,8,Маяковская,809.9577123547408
70,85,3,187.9,161589110.0,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,119.34814242318082
19,53,3,187.0,176513599.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,1967.430675524703
13,23,3,85.5,41261000.0,Басманный, Фридриха Энгельса,56С9,Бауманская,986.1243898933393
5,5,3,152.0,109980000.0,Красносельский,переулок Даев,31С2,Сухаревская,546.1009662126734
3,10,3,65.0,14550000.0,Гольяново,Уральская ,6К1,Щёлковская,448.4254239496073
3,11,3,97.7,104000000.0,Проспект Вернадского,Ленинский проспект,126,Новаторская,774.3960981499768
6,6,3,80.0,36500000.0,Замоскворечье,Большая Серпуховская ,31К1,Серпуховская,601.8463485543999
5,5,3,151.6,109980000.0,Красносельский,переулок Даев,31С2,Сухаревская,546.1009662126734
21,23,3,72.4,26200000.0,Марьина роща, 2-я Марьиной рощи,3,Марьина Роща,392.4582263010586
3,27,3,61.6,22747586.0,Очаково-Матвеевское,Очаково мкр,к5.2,Аминьевская,1656.8936055072336
7,12,3,81.2,89000000.0,Сокол, Врубеля,4к1,Сокол,806.5753194091337
4,5,3,55.1,16400000.0,Преображенское,Большая Черкизовская ,5К4,Преображенская площадь,416.3927317861849
10,20,3,106.8,105693125.0,Пресненский,Дружинниковская ,15,Краснопресненская,156.50015933587164
4,13,3,129.4,85000000.0,Раменки, Дружбы,4,Ломоносовский проспект,562.7755972662868
19,22,3,96.9,51500000.0,Кунцево,Молодогвардейская ,2К1,Кунцевская,406.98028834577497
3,6,3,170.9,401210000.0,Басманный,Потаповский переулок,5С4,Красные ворота,909.3419841714755
7,7,3,145.0,135000000.0,Пресненский,Рочдельская ,12С1,Краснопресненская,578.6800789688679
6,9,3,58.7,19000000.0,Коньково, Генерала Антонова,5К1,Беляево,630.0870789051074
77,78,3,219.1,353846500.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,369.7368421931055
9,22,3,77.8,34300000.0,Хорошево-Мневники,бульвар Генерала Карбышева,18,Народное Ополчение,1032.3218293832415
7,12,3,74.0,20500000.0,Южное Тушино,бульвар Яна Райниса,1,Сходненская,225.11447780125977
5,21,3,105.77,23796134.0,Нижегородский,Автомобильный проезд,4,Калитники,519.2841026307998
11,12,3,242.97,490000000.0,Хамовники, Усачева,11И,Спортивная,612.699303848044
25,35,3,137.6,68674125.0,Щукино,Авиационная ,79К1,Щукинская,889.3053318013383
6,11,3,118.0,236000000.0,Хамовники, Усачева,15А,Спортивная,463.2615524008198
8,12,3,94.6,45000000.0,Якиманка,Конный переулок,4,Шаболовская,452.7528157885911
11,12,3,242.97,490000000.0,Хамовники, Усачева,11И,Спортивная,612.699303848044
2,16,3,74.0,17800000.0,Орехово-Борисово Северное,Каширское шоссе,90к1,Домодедовская,846.6423532715681
2,6,3,119.74,203658000.0,Замоскворечье,Космодамианская набережная,4/22С8,Новокузнецкая,696.7476830509188
12,13,3,68.8,57500000.0,Раменки,проспект Генерала Дорохова,39к2Б,Минская,942.7293074561434
12,23,3,82.0,33000000.0,Коньково, Островитянова,53,Беляево,1226.0210593923225
10,32,3,84.0,65000000.0,Дорогомилово,Поклонная ,9,Поклонная,354.4272556090554
4,10,3,73.0,37900000.0,Пресненский,Зоологическая ,3,Баррикадная,442.10895018174205
4,6,3,160.0,250000000.0,Пресненский,Большой Гнездниковский переулок,3,Тверская,316.26362148548185
2,8,3,66.5,26000000.0,Раменки, Дружбы,10/32,Ломоносовский проспект,182.16933718851615
6,12,3,85.3,100000000.0,Арбат,Смоленская набережная,5/13,Смоленская,349.2919450119134
4,5,3,72.9,34500000.0,Хамовники, Усачева,29К1,Спортивная,124.46556655713141
8,13,3,75.1,43674080.0,Южнопортовый,Сосинская ,8,Волгоградский проспект,569.4657597170601
3,15,3,77.0,41000000.0,Пресненский,Шмитовский проезд,39к8,Москва-Сити,622.6860067731741
8,24,3,100.0,36000000.0,Крылатское,Рублевское шоссе,70к5,Крылатское,2581.5820336149545
5,8,3,68.5,30140000.0,Савеловский, Верхняя Масловка,20,Петровский Парк,511.0189362504717
6,8,3,76.0,37000000.0,Савеловский, Верхняя Масловка,20,Петровский Парк,511.0189362504717
3,12,3,84.9,24990000.0,Куркино,Новокуркинское шоссе,51,Молжаниново,1700.4184651932007
7,8,3,88.0,43857650.0,Савеловский, Верхняя Масловка,20,Петровский Парк,511.0189362504717
2,8,3,80.0,29990000.0,Пресненский, Пресненский Вал,7С1,Улица 1905 года,336.3460798905144
9,38,3,70.0,31000000.0,Хорошевский,Хорошевское шоссе,12к1,Беговая,301.27633532480036
13,21,3,76.6,28468600.0,Печатники,Шоссейная ,4Д,Печатники,404.16954689340224
3,7,3,154.2,282421759.0,Хамовники,переулок Коробейников,1,Парк Культуры,550.0695231625101
9,17,3,77.5,24990000.0,Тропарево-Никулино,Никулинская ,23К3,Озёрная,362.5246820046706
3,14,3,105.2,210400000.0,Хамовники, Усачева,15А,Спортивная,463.2615524008198
6,7,3,90.4,90400000.0,Арбат,Трубниковский переулок,26С1,Смоленская,732.2945565413149
9,14,3,127.9,100068960.0,Раменки, Сергея Бондарчука,2,Мичуринский проспект,495.5928067021663
2,8,3,101.5,142000000.0,Красносельский,переулок Луков,7,Сретенский бульвар,399.0607184635505
3,6,3,80.0,37990000.0,Дорогомилово,Студенческая ,32,Студенческая,441.87447761207034
6,11,3,118.0,236000000.0,Хамовники, Усачева,15А,Спортивная,463.2615524008198
11,14,3,70.6,19618200.0,Ясенево,Новоясеневский проспект,3В,Тёплый Стан,945.7545209362427
11,13,3,141.9,266305476.0,Мещанский,Садовая-Сухаревская ,14,Цветной бульвар,443.9618534232452
13,15,3,120.0,220000000.0,Хамовники, Усачева,15,Спортивная,531.4765628320299
14,25,3,83.2,69000000.0,Хорошево-Мневники,Живописная ,21А,Серебряный Бор,11368.12582513754
3,14,3,105.2,210000000.0,Хамовники, Усачева,15А,Спортивная,463.2615524008198
6,11,3,113.0,226000000.0,Хамовники, Усачева,15А,Спортивная,463.2615524008198
8,8,3,86.0,45000000.0,Замоскворечье,Татарская ,14,Павелецкая,241.17677309122988
5,14,3,68.8,66000000.0,Раменки,проспект Генерала Дорохова,39к2А,Поклонная,2350.784867281911
1,4,3,165.0,175000000.0,Арбат,Большой Афанасьевский переулок,30,Арбатская,322.15780435744267
7,42,3,71.7,36083983.0,Котловка,Севастопольский проспект,22А,Нагорная,1247.7807687323595
2,11,3,103.0,62900000.0,Арбат,Смоленская набережная,2А,Смоленская,360.6609724891059
4,6,3,75.0,69900000.0,Хамовники,переулок Плотников,10,Смоленская,581.4996339188885
22,34,3,128.0,125000000.0,Дорогомилово,Поклонная ,9,Поклонная,354.4272556090554
5,5,3,138.0,57500000.0,Замоскворечье,Большая Татарская ,24,Новокузнецкая,358.22209546064647
3,27,3,91.35,52012643.0,Пресненский, Пресненский Вал,27С6,Белорусская,657.1716261426567
2,5,3,105.0,60000000.0,Арбат,Новинский бульвар,13С6,Смоленская,639.8428299777329
3,10,3,83.6,18500000.0,Южное Бутово,Южнобутовская ,9,Бульвар Адмирала Ушакова,175.71808599466536
38,67,3,105.9,140392308.0,Пресненский,Краснопресненская набережная,14Ак1,Москва-Сити,1011.59554916397
2,5,3,105.0,60000000.0,Арбат,Новинский бульвар,13С6,Смоленская,639.8428299777329
14,26,3,94.0,51000000.0,Хорошевский,проезд Березовой Рощи,12,ЦСКА,951.8719256514901
21,36,3,103.1,80304590.0,Беговой,Ленинградский проспект,вл8,Белорусская,336.7265264801356
9,16,3,106.6,76000000.0,Замоскворечье,Мытная ,7с1,Серпуховская,703.7938970418958
2,9,3,75.9,68000000.0,Пресненский,Малая Никитская ,16/5,Баррикадная,650.8878432599168
8,20,3,90.8,34564291.0,Даниловский,Автозаводская ,26,Тульская,668.1595277538804
27,40,3,62.0,37550000.0,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,519.5332357189527
2,7,3,109.0,142000000.0,Замоскворечье,Садовническая ,29,Новокузнецкая,620.3488999660616
21,31,3,69.3,25400000.0,Можайский, Петра Алексеева,14,Давыдково,1297.0321890896716
9,19,3,69.1,35900000.0,Щукино, Ротмистрова,2,Октябрьское поле,1036.1913975982397
26,57,3,262.0,308898799.0,Хорошевский,Чапаевский переулок,3,Аэропорт,800.8225223102944
11,12,3,230.32,500000000.0,Хамовники, Усачева,11И,Спортивная,612.699303848044
17,32,3,84.0,74000000.0,Дорогомилово,Поклонная ,9,Поклонная,354.4272556090554
5,5,3,92.4,78500000.0,Пресненский,Мерзляковский переулок,13,Арбатская,555.4358400858965
3,6,3,102.0,94312465.0,Пресненский,Садовая-Кудринская ,28-30,Маяковская,714.6763035719188
7,10,3,124.0,310000000.0,Мещанский,Звонарский переулок,3,Трубная,345.3722507428139
15,33,3,84.0,58000000.0,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,546.9662589004394
8,22,3,123.3,66000000.0,Пресненский,Шмитовский проезд,16С2,Москва-Сити,1358.8602801998538
5,6,3,80.0,73000000.0,Пресненский,Мерзляковский переулок,5/1,Арбатская,376.3228499612652
5,6,3,79.2,73000000.0,Пресненский,Мерзляковский переулок,5/1,Арбатская,376.3228499612652
18,30,3,79.54,31410000.0,Можайский, Петра Алексеева,14,Рабочий посёлок,1446.9367342676146
2,16,3,101.0,167000000.0,Раменки,Воробьевское шоссе,4,Поклонная,1026.4071621604128
3,36,3,103.8,61500000.0,Пресненский,к2.3,к2.3,Белорусская,3265.9660512967293
11,32,3,119.4,43000000.0,Тропарево-Никулино,проспект Вернадского,вл78,Юго-Западная,410.0983381361015
3,6,3,134.1,348660000.0,Якиманка,Софийская набережная,34С3,Новокузнецкая,603.4763647354536
7,10,3,177.7,128000000.0,Пресненский, Климашкина,17С2,Улица 1905 года,507.81944662634
29,44,3,85.98,43609056.0,Марьина роща, 4-я Марьиной рощи,12К3,Марьина Роща,551.2185875248799
9,52,3,98.0,63500000.0,Раменки, Лобачевского,120к1,Аминьевская,328.3320946311416
4,25,3,56.0,30000000.0,Хорошево-Мневники,Шелепихинская набережная,34к3зд7,Шелепиха,876.3742882886997
2,4,3,137.9,255000000.0,Хамовники,Пречистенская набережная,7,Парк Культуры,570.7743616230014
7,30,3,88.2,45000000.0,Хорошево-Мневники,бульвар Генерала Карбышева,15,Бульвар Генерала Карбышева,129.05174369438708
2,7,3,198.51,466498500.0,Арбат,Крестовоздвиженский переулок,4,Арбатская,286.6371011885702
2,8,3,94.1,167500000.0,Пресненский,Малый Кисловский переулок,3,Арбатская,283.98769269189387
2,7,3,87.0,90000000.0,Пресненский,переулок Брюсов,2/14С1,Охотный ряд,596.6033655589775
12,14,3,92.2,71700000.0,Раменки,проспект Генерала Дорохова,39к1А,Поклонная,2201.147759847982
5,13,3,105.0,118000000.0,Пресненский, Сергея Макеева,9к2,Улица 1905 года,765.4249650155529
4,5,3,150.8,180000000.0,Пресненский,Леонтьевский переулок,11,Тверская,570.7814371417429
27,44,3,68.6,44900000.0,Пресненский,Ходынская ,2,Улица 1905 года,695.0064773305083
2,14,3,79.88,91862000.0,Дорогомилово,1-й Можайский тупик,8Ас15,Киевская,476.3054189661285
47,47,3,131.9,57000000.0,Бутырский,Новодмитровская ,2к5,Дмитровская,757.3504031072732
3,6,3,95.7,67800000.0,Хамовники,Фрунзенская набережная,26,Фрунзенская,584.2102625694012
3,8,3,68.3,64000000.0,Красносельский,Милютинский переулок,20/2С1,Тургеневская,257.36743925020403
11,12,3,69.2,42464442.0,Преображенское,Электрозаводская ,60,Преображенская площадь,428.4056925396633
26,32,3,80.1,80000000.0,Дорогомилово,Поклонная ,9,Поклонная,354.4272556090554
40,48,3,143.0,49000000.0,Хорошево-Мневники,проспект Маршала Жукова,78,Серебряный Бор,10900.55792650557
2,19,3,86.7,41182500.0,Хорошево-Мневники,Жилой комплекс остров,8,Терехово ,410.0142027364036
12,31,3,85.8,47390000.0,Раменки, Лобачевского,120к1,Аминьевская,328.3320946311416
10,13,3,103.6,61266749.0,Даниловский, Даниловский Вал,1А,Тульская,507.78598465093603
45,75,3,220.0,96000000.0,Пресненский,набережная Пресненская,8с1,Деловой центр,230.26062303732613
5,12,3,123.3,296860000.0,Хамовники,Фрунзенская набережная,30,Фрунзенская,401.2952672807682
2,4,3,219.0,541190697.0,Хамовники,Пречистенская набережная,5,Парк Культуры,519.1840766663571
8,17,3,142.1,92507100.0,Гагаринский,Ленинский проспект,38Ак1,Ленинский проспект,960.8459970000656
18,40,3,85.0,44500000.0,Раменки, Лобачевского,120к1,Аминьевская,328.3320946311416
9,20,3,64.56,26640000.0,Даниловский,Автозаводская ,26,Тульская,668.1595277538804
4,5,3,81.6,46950000.0,Хамовники,переулок Серпов,3-5,Киевская,937.1044088732283
3,8,3,153.4,232493960.0,Мещанский,Большой Кисельный переулок,11/2с2,Тургеневская,564.9986394435834
5,23,3,84.2,45000000.0,Можайский,Гжатская ,5к4,Давыдково,936.4914632905387
6,33,3,70.0,44800000.0,Хорошево-Мневники,Причальный проезд,10А,Шелепиха,546.9662589004394
12,14,3,92.43,42610230.0,Пресненский,Шмитовский проезд,39к9,Шелепиха,517.9176005640329
25,46,3,57.2,44000000.0,Даниловский,Дубининская ,59А,Павелецкая,1412.0686250766712
6,12,3,200.1,428045479.0,Тверской, Охотный Ряд,2,Охотный ряд,996.044511374294
5,7,3,66.4,89000000.0,Пресненский,Никитский бульвар,12,Арбатская,387.64817550316195
20,53,3,84.1,60000000.0,Раменки,Мичуринский проспект,56,Раменки,850.4499906347988
4,7,3,131.4,100722050.0,Пресненский,Никитский бульвар,12,Арбатская,387.64817550316195
6,7,3,82.0,32500000.0,Даниловский,2-й Автозаводский проезд,5,Автозаводская,209.57057785804412
3,17,3,97.0,97000000.0,Пресненский, Сергея Макеева,9к1,Улица 1905 года,820.3865991133019
6,12,3,120.9,72200000.0,Мещанский,Протопоповский переулок,17С2,Проспект Мира,185.55697869278006
16,41,3,91.0,105000000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,876.0993707705111
8,52,3,77.0,55500000.0,Раменки,Мичуринский проспект,56,Раменки,850.4499906347988
41,51,3,84.11,33000000.0,Пресненский,Шмитовский проезд,39,Москва-Сити,639.096919936444
5,6,3,160.0,220000000.0,Замоскворечье,Садовническая набережная,7,Новокузнецкая,470.2154939290438
3,3,3,100.8,250000000.0,Пресненский,Малая Бронная ,30/1,Пушкинская,658.9698771326276
5,41,3,95.2,95000000.0,Хорошевский,Ленинградский проспект,37,ЦСКА,770.615886028373
11,17,3,86.6,27100000.0,Выхино-Жулебино,Рязанский проспект,60К4,Рязанский проспект,444.93400713908056
6,12,3,150.0,115000000.0,Замоскворечье,Климентовский переулок,2,Новокузнецкая,198.11520769269737
4,5,3,133.6,155000000.0,Арбат, Арбат,39,Смоленская,463.80890189544556
6,46,3,65.8,46000000.0,Даниловский,Дубининская ,59А,Павелецкая,1412.0686250766712
3,10,3,64.2,14550000.0,Гольяново,Уральская ,6К1,Щёлковская,448.4254239496073
6,7,3,127.8,166000000.0,Пресненский,2-я Черногрязская ,6к1,Улица 1905 года,973.0611020080008
8,12,3,75.0,19200000.0,Южное Бутово,Южнобутовская ,101,Бунинская аллея,683.091396480426
12,32,3,70.4,30294528.0,Останкинский, Годовикова,11к4,Алексеевская,905.8297005336874
35,40,3,100.0,94300000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,980.2221664478458
2,7,3,137.1,630000000.0,Пресненский,Малая Бронная ,15Б,Пушкинская,739.2707974848316
2,21,3,79.8,45730000.0,Марфино, Академика Королева,21,Бутырская,723.846616170419
2,6,3,131.1,110000000.0,Тверской, Малая Дмитровка,23/15С2,Пушкинская,524.7548949376156
15,33,3,85.0,58000000.0,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,546.9662589004394
6,9,3,146.0,115000000.0,Замоскворечье,Климентовский переулок,2,Новокузнецкая,198.11520769269737
3,6,3,109.0,77000000.0,Хорошевский,Ходынский бульвар,13,ЦСКА,544.8436072404779
2,11,3,65.0,49900000.0,Раменки,Винницкая ,8к2,Раменки,422.9629125354627
6,32,3,53.1,27000000.0,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,546.9662589004394
5,28,3,61.1,18696600.0,Отрадное,Отрадная ,4А,Отрадное,639.4920878145541
35,41,3,98.0,95000000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,980.2221664478458
3,6,3,130.6,274260000.0,Якиманка,Софийская набережная,10,Боровицкая,730.1494173803678
3,22,3,62.7,31100000.0,Хорошево-Мневники,Жилой комплекс остров,1,Терехово ,410.0142027364036
10,16,3,125.0,140000000.0,Хамовники,Ружейный переулок,3,Смоленская,645.5623035196261
3,7,3,76.8,33000000.0,Дорогомилово,Кутузовский проспект,27,Студенческая,559.0950272416017
3,21,3,91.99,47569999.0,Беговой, 1-я Ямского Поля,28С3,Белорусская,673.6231171496433
6,37,3,76.0,49000000.0,Беговой,Северный ао,К2,Белорусская,1166.5018683423712
4,8,3,122.9,180000000.0,Хамовники,1-й Зачатьевский переулок,5,Кропоткинская,673.1613446468601
12,12,3,159.4,207000000.0,Тверской,2-я Брестская ,6,Маяковская,278.51592892910725
11,26,3,85.0,45000000.0,Лефортово, Крузенштерна,12к3,Авиамоторная,683.4889666063773
2,29,3,56.8,18005600.0,Черемушки, Наметкина,вл10,Новые Черёмушки,893.2727881480023
4,9,3,99.4,154000000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,1361.850300705501
5,9,3,84.0,47000000.0,Басманный,Нижняя Красносельская ,35С48,Бауманская,471.53584753553037
28,40,3,81.2,31251525.0,Щукино,к2.1,к2.1,Стрешнево,10400.86839253543
13,15,3,120.0,220000000.0,Хамовники, Усачева,15,Спортивная,531.4765628320299
4,5,3,73.7,61779759.0,Мещанский,Большой Сергиевский переулок,18,Трубная,420.67686043933134
38,48,3,161.1,60000000.0,Обручевский,Ленинский проспект,111к1,Новаторская,1240.3560471117669
3,6,3,146.6,299023338.0,Хамовники,Саввинская набережная,27,Спортивная,903.3921478401254
14,20,3,132.5,125000000.0,Гагаринский, Косыгина,13к1,Воробьёвы горы,878.5998364504869
4,20,3,117.6,37900000.0,Строгино, Твардовского,4К4,Строгино,1055.801363651723
25,30,3,82.2,37812000.0,Южнопортовый,Волгоградский проспект,32/5к1,Волгоградский проспект,583.7509231631549
5,7,3,172.26,470000000.0,Хамовники, Ефремова,19к4,Спортивная,339.4904197193969
5,24,3,75.0,52000000.0,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,888.8709735752273
24,26,3,73.87,36510000.0,Нагорный,Электролитный проезд,7,Нагорная,95.46822866200262
53,68,3,102.0,110000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,369.7368421931055
5,6,3,106.4,93990000.0,Хамовники,Комсомольский проспект,9А,Парк Культуры,496.52317445589836
7,9,3,135.0,180000000.0,Замоскворечье, Бахрушина,13,Павелецкая,419.5798297417994
7,22,3,68.0,29999999.0,Левобережный,Фестивальная ,15К4,Беломорская,622.1436134537707
10,13,3,102.3,75590000.0,Раменки,проспект Генерала Дорохова,39к2Д,Ломоносовский проспект,1476.8047617900609
2,5,3,137.1,630000000.0,Пресненский,Малая Бронная ,15Б,Тверская,739.2101803300457
5,46,3,79.9,55850100.0,Хорошево-Мневники, Демьяна Бедного,вл24,Карамышевская,926.8536150490204
8,42,3,130.0,90000000.0,Раменки,Мосфильмовская ,70к5,Ломоносовский проспект,1076.5642603349843
