Этаж,Общее количество этаже в доме,Количество комнат,Площадь квартиры,Цена,Район,Улица,Номер дома,Метро,Расстояние до метро
2,25,3,53.9,13733720.0,Люблино,Юго-Восточный ао,к8,Братиславская,
1,12,3,58.6,13899000.0,Выхино-Жулебино,Волгоградский проспект,160К1,Юго-Восточная,
7,25,3,54.58,13906984.0,Люблино,Юго-Восточный ао,к8,Братиславская,
25,25,3,49.57,13800288.0,Люблино,Юго-Восточный ао,к27,Перерва,
4,9,3,59.3,14000000.0,Северное Измайлово,Сиреневый бульвар,73К1,Щёлковская,
6,16,3,52.5,14000000.0,Обручевский, Обручева,28К3,Университет Дружбы Народов,
4,4,3,70.2,14200000.0,Головинский,Флотская ,80/7,Моссельмаш,
4,12,3,63.2,14149999.0,Бибирево,Белозерская ,11А,Бибирево,
3,25,3,55.58,14161784.0,Люблино,Юго-Восточный ао,к26,Перерва,
5,9,3,59.7,14200000.0,Лосиноостровский,Оборонная ,2,Медведково,
5,12,3,62.7,14300000.0,Очаково-Матвеевское,Веерная ,40К2,Матвеевская,
2,25,3,57.11,14380298.0,Люблино,Юго-Восточный ао,к8,Братиславская,
7,25,3,56.86,14487928.0,Люблино,Юго-Восточный ао,к27,Перерва,
3,9,3,57.0,14500000.0,Ивановское, Молостовых,15К2,Новогиреево,
6,7,3,65.0,14500000.0,Южное Бутово, Адмирала Руднева,20,Бунинская аллея,
2,25,3,57.93,14586774.0,Люблино,Юго-Восточный ао,к8,Братиславская,
1,11,3,65.0,14685450.0,Крюково,Зеленоград,6.1,Зеленоград — Крюково,
9,9,3,58.0,14800000.0,Люблино,Совхозная ,20,Люблино,
6,9,3,59.7,14900000.0,Южное Медведково,проезд Дежнева,9К2,Бабушкинская,
2,25,3,59.0,15033200.0,Люблино,Юго-Восточный ао,к26,Перерва,
7,25,3,61.16,15094288.0,Люблино,Юго-Восточный ао,к8,Братиславская,
5,25,3,58.89,15005172.0,Люблино,Юго-Восточный ао,к8,Братиславская,
2,25,3,61.62,15207816.0,Люблино,Юго-Восточный ао,к8,Братиславская,
1,9,3,60.0,15300000.0,Богородское,3-я Гражданская ,54А,Преображенская площадь,
4,5,3,59.2,15300000.0,Богородское,Наримановская ,21,Белокаменная,
9,16,3,66.0,15400000.0,Отрадное,Алтуфьевское шоссе,11,Владыкино,
9,25,3,60.58,15435784.0,Люблино,Юго-Восточный ао,к27,Перерва,
3,25,3,60.4,15389920.0,Люблино,Юго-Восточный ао,к8,Братиславская,
13,15,3,62.8,15425564.0,Молжаниновский,Ленинградское шоссе,228к6,Подрезково,
9,9,3,55.8,15500000.0,Чертаново Северное,Сумская ,6К2,Южная,
2,25,3,63.92,15455856.0,Люблино,Юго-Восточный ао,к27,Перерва,
11,15,3,68.2,15491630.0,Молжаниновский,Ленинградское шоссе,228к6,Подрезково,
4,17,3,73.0,15600000.0,Некрасовка,Рождественская ,12,Некрасовка,
5,5,3,51.9,15890000.0,Академический,проспект 60-летия Октября,16К1,Академическая,
2,25,3,65.66,15876588.0,Люблино,Юго-Восточный ао,к26,Перерва,
9,11,3,76.9,16166071.0,Крюково,Зеленоград,6.1,Зеленоград — Крюково,
3,12,3,62.7,16300000.0,Строгино, Кулакова,15к1,Строгино,
3,9,3,58.8,16300000.0,Выхино-Жулебино,Ферганский проезд,12,Юго-Восточная,
9,12,3,74.6,16291297.0,Крюково,Зеленоград,6.5,Зеленоград — Крюково,
11,12,3,73.4,16253842.0,Крюково,Зеленоград,6.5,Зеленоград — Крюково,
1,5,3,55.4,16500000.0,Сокольники,Большая Остроумовская ,17,Сокольники,
9,9,3,66.1,16400000.0,Коптево,Михалковская ,15,Коптево,
11,15,3,77.8,16474150.0,Молжаниновский,Ленинградское шоссе,228к6,Подрезково,
5,5,3,53.3,16800000.0,Раменки,Мосфильмовская ,31,Ломоносовский проспект,
5,25,3,68.3,16856440.0,Люблино,Юго-Восточный ао,к8,Братиславская,
2,28,3,77.1,16852980.0,Крюково,Зеленоград,6.6,Зеленоград — Крюково,
27,30,3,58.1,16887869.0,Южное Бутово,к2.4,к2.4,Бунинская аллея,
23,30,3,56.5,16948491.0,Южное Бутово,к2.3,к2.3,Бунинская аллея,
16,16,3,65.1,16950000.0,Теплый Стан, Теплый Стан,3К1,Тёплый Стан,
25,25,3,75.4,17188938.0,Крюково,Зеленоград,6.1,Зеленоград — Крюково,
3,11,3,79.2,17182756.0,Крюково,Зеленоград,6.1,Зеленоград — Крюково,
11,15,3,83.7,17111210.0,Молжаниновский,Ленинградское шоссе,228к6,Подрезково,
13,13,3,76.2,17090212.0,Молжаниновский,Ленинградское шоссе,228к1,Новоподрезково,
2,20,3,67.2,17203200.0,Северный,Новодачная ,67/68,Новодачная,
2,30,3,65.3,17219610.0,Черемушки, Наметкина,10Д,Воронцовская,
25,30,3,61.2,17302589.0,Южное Бутово,к2.4,к2.4,Бунинская аллея,
7,14,3,68.3,17374154.0,Молжаниновский,Ленинградское шоссе,228к1,Новоподрезково,
2,9,3,58.0,17500000.0,Соколиная гора, 9-я Соколиной Горы,3,Соколиная гора,
7,8,3,53.6,17400000.0,Алексеевский, Бориса Галушкина,20,ВДНХ,
8,12,3,74.5,17500000.0,Южное Бутово,Южнобутовская ,66,Бунинская аллея,
4,25,3,70.77,17466036.0,Люблино,Юго-Восточный ао,к8,Братиславская,
14,25,3,83.2,17475035.0,Некрасовка, Липчанского,10,Некрасовка,
7,16,3,78.4,17476674.0,Молжаниновский,Ленинградское шоссе,229Вк1,Новоподрезково,
21,24,3,60.56,17513952.0,Соколиная гора,Окружной проезд,10Б,Измайлово,
43,44,3,53.1,17600000.0,Печатники,Южнопортовая ,28АС17,Дубровка,
28,30,3,66.9,17748906.0,Южное Бутово,к2.4,к2.4,Бунинская аллея,
1,17,3,77.7,17597833.0,Молжаниновский,Ленинградское шоссе,229Ак2,Новоподрезково,
3,16,3,80.4,17606941.0,Молжаниновский,Ленинградское шоссе,229Вк1,Новоподрезково,
3,11,3,81.9,17634871.0,Крюково,Зеленоград,6.1,Зеленоград — Крюково,
13,14,3,65.0,17800000.0,Левобережный,Валдайский проезд,22,Беломорская,
5,25,3,73.7,17820660.0,Люблино,Юго-Восточный ао,к8,Братиславская,
2,11,3,83.1,17893258.0,Крюково,Зеленоград,6.3,Зеленоград — Крюково,
3,11,3,80.0,17788800.0,Крюково,Зеленоград,6.3,Зеленоград — Крюково,
8,13,3,83.9,17882614.0,Молжаниновский,Ленинградское шоссе,228к1,Новоподрезково,
11,14,3,63.0,17976924.0,Молжаниновский,Ленинградское шоссе,228к5,Химки,
5,25,3,45.7,17990000.0,Покровское-Стрешнево,Волоколамское шоссе,81/2с3,Трикотажная,
28,30,3,66.6,18201142.0,Южное Бутово,к2.3,к2.3,Бунинская аллея,
10,13,3,62.9,18158072.0,Молжаниновский,Ленинградское шоссе,228к7,Новоподрезково,
5,22,3,77.0,18300000.0,Орехово-Борисово Северное,Борисовский проезд,1К1,Домодедовская,
2,30,3,73.2,18387840.0,Черемушки, Наметкина,10Д,Воронцовская,
20,25,3,83.9,18310501.0,Некрасовка, Липчанского,10,Некрасовка,
12,22,3,73.8,18500000.0,Северный,Дмитровское шоссе,165Ек7,Физтех,
22,30,3,58.3,18540158.0,Южное Бутово,к2.2,к2.2,Бунинская аллея,
12,19,3,72.36,18600840.0,бассейн,"Ледовый дворец и торгово-развлекательный центр ""Сказка"". Отличная транспортная доступность дополнит ваш комфорт: 
- Метро ""Рассказовка"" - всего в 2 минутах пешком; 
- Удобный выезд на Боровское шоссе для быстрого доступа к центру; 
- МКАД - до центра Москвы можно добраться примерно за 20 минут; 
- Международный аэропорт Внуково - всего в 5 км от комплекса. 
Не упустите возможность стать обладателем этой квартиры в одном из самых современных и комфортных комплексов Москвы! Свяжитесь с нами прямо сейчас для получения подробной информации - ваше новое жильё ждет вас!",к1,Рассказовка,
2,14,3,68.4,18788317.0,Молжаниновский,Ленинградское шоссе,228к5,Химки,
9,23,3,63.0,18900000.0,Южнопортовый,Волгоградский проспект,30С1,Волгоградский проспект,
26,35,3,62.5,18875000.0,Ярославский,проспект Мира,222,Ростокино,
6,30,3,60.22,19025890.0,Нагатино-Садовники,Каширское шоссе,1С5,Нагатинская,
13,25,3,86.7,18902017.0,Некрасовка, Липчанского,10,Некрасовка,
9,9,3,67.0,18990000.0,Чертаново Центральное,Чертановская ,33К1,Пражская,
2,25,3,82.76,19183768.0,Люблино,Юго-Восточный ао,к8,Братиславская,
4,9,3,75.6,21900000.0,Даниловский,2-я оч.,к2.2,ЗИЛ,
8,10,4,101.4,22992450.0,Измайлово,Измайловский проезд,22К1,Измайловская,
